Top_B,Jun_B,Mid_B,ADC_B,Sup_B,Top_R,Jun_R,Mid_R,ADC_R,Sup_R,Top_B_Gold,Jun_B_Gold,Mid_B_Gold,ADC_B_Gold,Sup_B_Gold,Top_R_Gold,Jun_R_Gold,Mid_R_Gold,ADC_R_Gold,Sup_R_Gold,Top_B_Damage,Jun_B_Damage,Mid_B_Damage,ADC_B_Damage,Sup_B_Damage,Top_R_Damage,Jun_R_Damage,Mid_R_Damage,ADC_R_Damage,Sup_R_Damage
MMD,Karsa,Maple,NL,SwordArt,Duke,bengi,Faker,Bang,Wolf,13903,11319,14935,13704,8805,16804,14799,17424,20123,11519,17345,10291,28304,16528,6856,16319,11850,16850,40923,6586
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AmazingJ,Avoidless,Athena,jinjiao,road,Impact,Meteos,Jensen,Sneaky,Smoothie,16177,15262,20338,21966,13263,21154,19115,25126,23192,14914,18881,8934,26307,40428,15716,38609,15055,40327,42074,7938
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke,blank,Faker,Bang,Wolf,AmazingJ,Avoidless,Athena,jinjiao,road,18818,16490,17811,20941,12418,14555,14499,17411,14804,10984,24040,13793,43070,24515,7606,13707,13532,21237,18314,6563
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impact,Meteos,Jensen,Sneaky,Smoothie,MMD,Karsa,Maple,NL,SwordArt,13731,12704,14751,13210,8228,15363,15064,18741,17278,10812,14173,13352,14711,23992,5634,6345,8260,31204,17801,5698
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impact,Meteos,Jensen,Sneaky,Smoothie,Duke,blank,Faker,Bang,Wolf,18718,16295,19722,17484,11194,19903,18034,22191,20825,14453,23733,13944,13796,29580,5779,27171,12932,47106,48051,25905
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AmazingJ,Athena,BaeMe,jinjiao,Avoidless,MMD,Karsa,Maple,NL,SwordArt,16846,14287,16290,18198,11343,13380,13157,14319,14721,9501,23471,8440,24325,38553,4047,35252,18103,28918,26268,5623
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looper,Mlxg,xiaohu,Uzi,Mata,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,14344,13879,14774,18880,11545,13841,11585,14915,13736,9227,15369,14008,16031,42860,5465,24249,10720,23206,12386,4737
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wunder,Kold,Sencux,Kobbe,Mikyx,CuVee,Ambition,Crown,Ruler,CoreJJ,7047,7005,7050,7403,5432,10878,10450,11271,11237,7705,7915,7572,8588,11231,2589,16808,9213,12339,17806,7073
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuVee,Ambition,Crown,Ruler,CoreJJ,Looper,Mlxg,xiaohu,Uzi,Mata,10991,9595,11731,10484,8325,7600,6709,7485,7810,4848,6197,6408,14822,8784,10467,9101,3993,8344,10458,2412
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,Wunder,Kold,Sencux,Kobbe,Mikyx,11888,11953,15235,13460,8925,10569,9138,9570,9849,6334,18510,9381,32554,11898,4678,7813,6438,9177,15475,6213
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wunder,Kold,Sencux,Kobbe,Mikyx,Looper,Mlxg,xiaohu,Uzi,Mata,15027,13922,14451,14950,10697,10513,9958,12700,13220,7849,27269,11738,17293,20729,6868,4206,7455,7719,16944,8379
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuVee,Ambition,Crown,Ruler,CoreJJ,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,17272,17806,19819,18394,12951,16064,13814,17083,19566,11029,31295,20154,39088,37902,6776,31684,19703,28994,43349,7011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odoamne,Jankos,Ryu,FORG1VEN,VandeR,Mouse,ClearLove,PawN,Deft,meiko,19995,15762,16777,20511,12517,15240,14338,16578,16644,10549,31031,11079,17032,33424,5249,11550,6645,18808,23418,3237
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziv,Mountain,westdoor,An,Albis,Mouse,ClearLove,PawN,Deft,meiko,16800,17306,17850,19213,11235,16720,16351,19860,20922,13683,25929,26097,27053,24575,7025,15720,14382,31690,37560,6588
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yang,Revolta,Tockers,micaO,Jockster,Odoamne,Jankos,Ryu,FORG1VEN,VandeR,10491,9263,9265,9483,6599,10879,10947,11664,15002,8215,9699,8569,9312,15767,4470,12565,13144,14767,15717,4116
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yang,Revolta,Tockers,micaO,Jockster,Ziv,Mountain,westdoor,An,Albis,9091,8471,10441,9874,6307,12875,11414,12117,13242,8160,4873,3918,9239,9570,4073,8651,9433,11506,21260,7235
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odoamne,Jankos,Ryu,FORG1VEN,VandeR,Mouse,ClearLove,Scout,Deft,meiko,16635,16190,19997,20898,11920,13924,14144,15662,15514,9982,19965,6698,19019,23668,6425,5579,9140,19442,24033,3626
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziv,Mountain,westdoor,An,Albis,Odoamne,Jankos,Ryu,FORG1VEN,VandeR,15087,14070,14006,15873,9515,16429,14568,18482,18599,10954,17535,11833,14380,13143,6793,23564,11770,29172,23760,3349
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,ClearLove,Scout,Deft,meiko,yang,Revolta,Tockers,micaO,Jockster,12679,12834,16725,14865,9948,12250,9755,11910,11370,7796,13782,8989,34124,29585,5165,17020,1537,23840,13394,2618
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smeb,Peanut,kurO,PraY,GorillA,Smurf,PvPStejos,Kira,aMiracle,Likkrit,11989,12210,11806,12840,9679,8584,8060,8803,8451,6491,13190,13421,16625,20850,9297,5378,10615,16319,8256,4477
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smeb,Peanut,kurO,PraY,GorillA,ZionSpartan,Xmithie,Huhi,Stixxay,Aphromoo,16625,16288,16052,15909,9933,11761,11913,12900,15727,8768,20146,24004,22950,32296,4089,14441,12625,22147,15742,6453
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expect,Trick,Perkz,Zven,Mithy,Smurf,PvPStejos,Kira,aMiracle,Likkrit,15505,14983,15499,16619,9674,11356,10783,12207,12572,8499,11546,16302,17375,10885,4249,15686,8160,17423,8631,3906
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smurf,PvPStejos,Kira,aMiracle,Likkrit,Smeb,Peanut,kurO,PraY,GorillA,23267,22969,24840,28796,19530,25572,21033,26965,28851,17149,27903,48893,49155,56151,8468,30193,17718,71800,59909,11539
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZionSpartan,Xmithie,Huhi,Stixxay,Aphromoo,Expect,Trick,Perkz,Zven,Mithy,14502,15378,15199,15800,10471,11138,10425,12499,12193,7822,18643,18339,24814,26934,6228,20988,12854,23261,31610,3899
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smurf,PvPStejos,Kira,aMiracle,Likkrit,ZionSpartan,Xmithie,Huhi,Stixxay,Aphromoo,12836,12713,12836,13050,9631,10302,9531,10184,10295,6132,10263,10389,23213,14944,7672,13173,7464,9375,11134,4299
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expect,Trick,Perkz,Zven,Mithy,Smeb,Peanut,kurO,PraY,GorillA,11767,11476,11840,13992,7684,14162,13406,14719,14474,9112,9296,13713,12602,18005,4526,26536,7798,19802,25827,4485
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impact,Meteos,Jensen,Sneaky,Smoothie,AmazingJ,Avoidless,Athena,jinjiao,road,14222,13889,16275,15591,9568,12465,11702,12181,13427,8937,33101,21970,37758,39796,4756,13816,9031,17500,26674,7321
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke,blank,Faker,Bang,Wolf,MMD,Karsa,Maple,NL,SwordArt,15414,12760,14855,16199,9261,15682,15422,17971,18402,10636,26602,8433,11340,21626,6648,10657,8497,24351,17255,2276
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZionSpartan,Xmithie,Huhi,Stixxay,Aphromoo,Smeb,Peanut,kurO,PraY,GorillA,14563,14742,16528,17017,10374,12024,11440,12159,13030,7474,17543,13855,29820,24227,6430,15706,9100,19960,16773,5762
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smurf,PvPStejos,Kira,aMiracle,Likkrit,Expect,Trick,Perkz,Zven,Mithy,15683,14600,15578,17180,12736,14274,11838,14209,13969,9212,19814,10947,22606,15033,22256,11614,8214,22556,28246,7670
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,ClearLove,Scout,Deft,meiko,Odoamne,Jankos,Ryu,FORG1VEN,VandeR,16077,15862,15756,15088,11074,12472,11359,12923,13522,8155,16412,10798,19236,22135,4182,20128,8089,15064,19146,2954
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziv,Mountain,westdoor,An,Albis,yang,Revolta,Tockers,micaO,Jockster,15320,14853,15365,14524,9678,11556,10200,13309,12483,7877,23266,13909,18178,12571,2464,9611,6819,16711,8492,6309
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looper,Mlxg,xiaohu,Uzi,Mata,CuVee,Ambition,Crown,Ruler,CoreJJ,11493,10710,10637,12834,7038,12287,12772,14810,13790,9626,14216,6072,6947,11157,3936,17567,9022,10949,15633,8220
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wunder,Kold,Sencux,Kobbe,Mikyx,Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,16390,16055,17929,20248,11517,18879,16445,20830,19215,13048,21339,10484,22985,28893,5006,27545,7306,28990,37130,7040
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AmazingJ,Avoidless,BaeMe,jinjiao,road,Duke,blank,Faker,Bang,Wolf,9711,9291,11245,10261,6595,13495,13410,14126,15679,8601,12136,5018,10267,4787,4749,12850,8928,20005,19076,4278
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMD,Karsa,Maple,NL,SwordArt,Impact,Meteos,Jensen,Sneaky,Smoothie,24522,23036,26430,26899,18672,28346,20615,29310,30278,18252,34782,17075,51291,38735,4515,33369,11563,36555,30461,6513
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smeb,Peanut,kurO,PraY,GorillA,Expect,Trick,Perkz,Zven,Mithy,17917,16445,17069,20943,12162,15729,15126,15232,17492,10792,28085,16052,37285,44716,3352,11393,16017,18373,28602,7307
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZionSpartan,Xmithie,Huhi,Stixxay,Aphromoo,Smurf,PvPStejos,Kira,aMiracle,Likkrit,13244,12845,15809,16327,10256,15753,14624,16199,16791,12375,18335,18275,18383,43104,10571,14236,17591,26698,17668,13924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,ClearLove,PawN,Deft,meiko,Ziv,Mountain,Chawy,An,Albis,15623,15213,15587,18326,10989,13723,12656,15008,14074,9550,10188,12082,13245,26562,5798,25583,8427,11153,7422,2547
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odoamne,Jankos,Ryu,FORG1VEN,VandeR,yang,Revolta,Tockers,micaO,Jockster,13052,11516,12614,13446,8227,10196,8850,9367,9854,5695,23832,5036,10918,12097,6206,7506,4383,6933,8181,1762
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looper,Mlxg,xiaohu,Uzi,Mata,Wunder,Kold,Sencux,Kobbe,Mikyx,9945,9832,10802,14767,8022,7932,6494,8059,7461,5368,11070,8572,14070,22869,5067,8460,4856,6929,4810,7545
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,CuVee,Ambition,Crown,Ruler,Wraith,15789,13080,15476,15070,9540,10556,9813,10983,11427,6643,18910,7425,17723,12434,3158,8674,9345,12467,6869,1188
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMD,Karsa,Maple,NL,SwordArt,AmazingJ,Avoidless,Athena,jinjiao,road,16684,14921,15873,19603,11103,17563,16233,20075,18281,13102,26124,13085,27088,38741,7466,15320,16313,55838,33016,8244
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke,bengi,Faker,Bang,Wolf,Impact,Meteos,Jensen,Sneaky,Smoothie,14597,12730,16689,15774,10847,12324,10378,11079,12740,7439,15076,13291,21132,25924,6057,17479,11149,11978,20189,6265
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hauntzer,Svenskeren,Bjergsen,Doublelift,Biofrost,Looper,Mlxg,xiaohu,Uzi,Mata,13386,12287,15170,12714,8425,13803,13454,14602,18490,10001,18665,9112,9945,12332,4773,12441,11577,9584,18450,6004
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuVee,Ambition,Crown,Ruler,Wraith,Wunder,Kold,Sencux,Kobbe,Mikyx,13972,13923,17863,14856,10620,10965,11203,12079,12849,7721,24814,10276,35090,30342,7111,13640,9267,23254,15270,6644
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yang,Revolta,Tockers,micaO,Jockster,Mouse,ClearLove,PawN,Deft,meiko,17356,16017,19270,17675,12240,13485,13831,14744,15471,10326,29526,12192,20337,19512,4862,9377,9756,20345,26536,4302
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odoamne,Jankos,Ryu,FORG1VEN,VandeR,Ziv,Mountain,westdoor,An,Albis,16940,14795,16794,19171,11057,19312,16945,17177,21073,13488,19027,16200,27815,27950,9027,36894,17737,28079,28021,6122
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smeb,Peanut,kurO,PraY,GorillA,Smurf,PvPStejos,Kira,aMiracle,Likkrit,13395,11197,11496,15826,9048,8918,8783,8675,8361,5795,20121,12883,19013,25240,6656,8689,14068,16944,6856,4383
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expect,Trick,Perkz,Zven,Mithy,ZionSpartan,Xmithie,Huhi,Stixxay,Aphromoo,13132,10344,11530,10841,7681,12402,12873,13918,16122,9484,18919,11964,14440,15663,4278,8252,11929,16920,18408,5119
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZionSpartan,Xmithie,Huhi,Stixxay,Aphromoo,Duke,blank,Faker,Bang,Wolf,11615,13375,12856,13138,8518,12991,12357,14558,13347,9314,7862,13363,14049,17781,2580,8853,11968,34079,28149,3584
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZionSpartan,Xmithie,Huhi,Stixxay,Aphromoo,Duke,blank,Faker,Bang,Wolf,10826,11989,10807,12972,7862,14427,11799,15619,14967,9864,12918,14765,20915,16270,3783,10400,12635,30893,30362,4081
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZionSpartan,Xmithie,Huhi,Stixxay,Aphromoo,Duke,blank,Faker,Bang,Wolf,10531,11519,11169,13979,8258,16646,12670,16624,19667,11643,12810,13902,19713,27621,4180,19099,12568,26348,40756,8365
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZionSpartan,Xmithie,Huhi,Stixxay,Aphromoo,MMD,Karsa,Maple,NL,SwordArt,13246,11952,14563,14141,9818,9930,9561,11420,11934,6957,11537,4131,12038,15628,6117,9256,7501,10938,10428,2119
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZionSpartan,Xmithie,Huhi,Stixxay,Aphromoo,MMD,Karsa,Maple,NL,SwordArt,11183,11380,12467,12069,7538,13876,13116,15975,15234,10042,5396,10259,16715,10370,1358,9744,8663,19917,16996,4197
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZionSpartan,Xmithie,Huhi,Stixxay,Aphromoo,MMD,Karsa,Maple,NL,SwordArt,14553,16164,16751,17069,11200,13731,13876,14728,13638,9502,12918,13980,25455,21623,6869,13783,12776,26869,21638,7945
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZionSpartan,Xmithie,Huhi,Stixxay,Aphromoo,MMD,Karsa,Maple,NL,SwordArt,12504,13030,14077,14460,9700,8806,8682,10736,11149,6409,12899,11556,15424,16716,5040,7982,11258,14166,14765,2760
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looper,Mlxg,xiaohu,Wuxx,Mata,Duke,blank,Faker,Bang,Wolf,18002,16617,16794,18538,11229,14390,14558,15546,17969,9908,19657,14044,21321,32076,4107,16215,19403,22569,30737,6742
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looper,Mlxg,xiaohu,Wuxx,Mata,Duke,blank,Faker,Bang,Wolf,7391,7888,7334,8452,4942,8908,9663,10978,12879,7978,4558,6070,4465,8913,2498,5906,8690,22648,12059,3570
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looper,Mlxg,xiaohu,Wuxx,Mata,Duke,blank,Faker,Bang,Wolf,13007,12520,13019,12988,8534,16865,13583,16675,17337,10177,12172,14673,17589,17103,4716,19916,18331,15934,22111,5419
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looper,Mlxg,xiaohu,Wuxx,Mata,Duke,blank,Faker,Bang,Wolf,8197,7992,8338,8717,5589,12442,10530,11851,12685,8231,7808,3044,9254,5947,3018,9042,7145,14752,19613,8040
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looper,Mlxg,xiaohu,Wuxx,Mata,Duke,blank,Faker,Bang,Wolf,19888,19797,22776,22674,14837,20731,20079,19810,22474,14388,23179,18643,22873,53932,13230,27389,36477,21902,52761,8887
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kikis,Trick,Perkz,Emperor,Hybrid,ZionSpartan,Xmithie,Huhi,Stixxay,Aphromoo,6900,7806,8398,8142,5522,9720,10343,8857,10378,6984,7351,7844,12433,6544,4664,8612,10792,6519,13914,5711
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thaldrin,Stomaged,Naru,Achuu,Dumbledoge,MMD,Karsa,Maple,NL,SwordArt,10748,10752,11982,12632,7998,12382,11759,14726,16438,9165,7918,11171,13176,8845,2613,5438,6197,22697,15296,4198
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke,blank,Faker,Bang,Wolf,Kikis,Trick,Perkz,Emperor,Hybrid,12290,10673,11861,14855,8234,8822,8524,9897,9700,6109,14252,10254,13561,22184,6190,11561,9838,17502,8721,6155
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMD,Karsa,Maple,NL,SwordArt,ZionSpartan,Xmithie,Huhi,Stixxay,Aphromoo,11023,12030,12425,12461,8086,12882,13235,14781,15583,9785,10647,16686,15422,34914,2921,11652,10997,27403,16086,3219
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looper,Mlxg,xiaohu,Wuxx,Mata,Thaldrin,Stomaged,Naru,Achuu,Dumbledoge,10125,10906,11516,12598,7519,7015,6737,8089,8717,5273,4837,6082,12209,14041,3206,4558,4541,8116,8868,3431
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabFabulous,Stomaged,Naru,Achuu,Dumbledoge,Duke,blank,Faker,Bang,Wolf,7803,8097,10058,10437,6209,12074,13800,15235,13188,8422,11685,10410,11154,17901,4970,18813,18799,25332,28335,5924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZionSpartan,Xmithie,Huhi,Stixxay,Aphromoo,Looper,Mlxg,xiaohu,Wuxx,Mata,14904,15690,16308,20402,12074,15983,19710,18368,19565,11051,13128,22169,23808,27608,8140,14408,21586,25584,25782,4234
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMD,Karsa,Maple,NL,SwordArt,Kikis,Trick,Perkz,Emperor,Hybrid,16017,15379,16291,18809,10853,12027,11642,15641,15109,9054,16168,12110,24401,38605,5840,13290,6893,22902,20962,4752
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke,blank,Faker,Bang,Wolf,ZionSpartan,Xmithie,Huhi,Stixxay,Aphromoo,12740,12933,12204,14001,8590,10904,11224,11787,13765,8577,15680,16071,23564,20016,7873,14926,9692,24005,21866,8337
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looper,Mlxg,xiaohu,Wuxx,Mata,MMD,Karsa,Maple,NL,SwordArt,11536,13628,13391,13006,7763,8435,9164,9512,11344,6281,7693,11683,18339,7763,2035,7060,7971,11231,8296,1658
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kikis,Trick,Perkz,Emperor,Hybrid,fabFabulous,Stomaged,Naru,Achuu,Dumbledoge,12145,14147,13837,12205,8932,9691,8898,11079,12340,6951,14007,15572,29738,19999,6321,10936,12097,13636,24093,4955
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kikis,Trick,Perkz,Emperor,Hybrid,Looper,Mlxg,xiaohu,Wuxx,Mata,13260,13800,13365,14701,9241,14424,14972,14707,17504,10291,11151,14005,16303,12498,2141,9123,15296,22770,26242,4438
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZionSpartan,Xmithie,Huhi,Stixxay,Aphromoo,fabFabulous,Stomaged,Naru,Achuu,Dumbledoge,11579,11401,12409,15103,9428,9026,9027,10114,11822,6660,6673,14301,25862,20300,2967,7239,14056,12895,20357,6030
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMD,Karsa,Maple,NL,SwordArt,Duke,blank,Faker,Bang,Wolf,16386,15119,18108,16528,11319,14626,14010,15426,15509,9640,16054,13010,32381,23616,5531,11442,16277,19198,28368,6171
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thaldrin,Stomaged,Naru,Achuu,Dumbledoge,Kikis,Trick,Perkz,Emperor,Hybrid,16339,14021,15992,16007,10102,15418,16512,16392,15487,11372,16899,22592,20150,37047,5771,13269,22449,27608,15939,8966
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZionSpartan,Xmithie,Huhi,Stixxay,Aphromoo,Duke,blank,Faker,Bang,Wolf,14867,16234,15295,20225,11925,15788,15361,16808,17067,11700,16028,15378,27531,36429,3488,18551,13930,33500,39901,8940
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMD,Karsa,Maple,NL,SwordArt,Looper,Mlxg,xiaohu,Wuxx,Mata,10749,11608,10746,13648,7131,12261,12301,15396,13623,8273,8169,9524,10341,6007,2325,7392,8870,12076,9164,1497
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke,blank,Faker,Bang,Wolf,MMD,Karsa,Maple,NL,SwordArt,16318,15692,19362,18242,11213,18759,19959,20238,21508,12891,10090,17974,26846,25440,3371,13550,13923,33053,42545,7152
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thaldrin,Stomaged,Naru,Achuu,Dumbledoge,ZionSpartan,Xmithie,Huhi,Stixxay,Aphromoo,11888,13455,13715,14844,9281,11136,9502,12081,12372,7425,7987,18961,16732,24224,14686,14994,10121,11403,15231,5055
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looper,Mlxg,xiaohu,Wuxx,Mata,Kikis,Trick,Perkz,Emperor,Hybrid,12643,12748,14801,13768,8327,11638,11517,12422,13950,7826,10002,16329,30873,26980,4158,12430,9905,12581,10304,2128
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMD,Karsa,Maple,NL,SwordArt,fabFabulous,Stomaged,Naru,Achuu,Dumbledoge,11610,10406,14263,14517,8634,10169,10099,11455,11110,7243,11949,6235,15075,13005,4231,8967,10429,7845,18045,6239
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke,blank,Faker,Bang,Wolf,Looper,Mlxg,xiaohu,Wuxx,Mata,21390,21112,22104,23826,14877,21797,24608,25121,25703,15567,28148,32530,21871,41337,7149,27004,31835,42805,46861,8716
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZionSpartan,Xmithie,Huhi,Stixxay,Aphromoo,Kikis,Trick,Perkz,Emperor,Hybrid,11914,11222,12388,14357,8693,9196,8903,11328,9885,6178,12020,11975,23253,17067,2281,6890,6572,11008,13047,4330
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fabFabulous,Stomaged,Naru,Achuu,Dumbledoge,Looper,Mlxg,xiaohu,Wuxx,Mata,12069,11893,13201,13765,9631,15532,15622,17914,17080,10840,17099,15843,15756,22140,10007,18222,12785,27300,22319,6558
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kikis,Trick,Perkz,Emperor,Hybrid,Duke,blank,Faker,Bang,Wolf,7139,7117,7558,7849,5428,10740,10773,12638,12885,7565,7290,7079,11948,12919,5979,10190,15645,19121,20971,5239
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZionSpartan,Xmithie,Huhi,Stixxay,Aphromoo,MMD,Karsa,Maple,NL,SwordArt,16987,17035,18667,23039,12736,17852,17533,20742,18549,12538,21323,16627,29559,45020,5539,20948,17104,47089,23679,8003
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke,blank,Faker,Bang,Wolf,Thaldrin,Stomaged,Naru,Achuu,Dumbledoge,12303,12778,12695,14323,8506,9832,8245,9950,9269,6139,15022,12963,16278,20793,5430,8685,5525,10370,10089,2723
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kikis,Trick,Perkz,Emperor,Hybrid,MMD,Karsa,Maple,NL,SwordArt,16185,17276,18547,17978,11895,17095,17401,20198,17629,11889,16647,23617,26762,31210,3838,13737,24210,45590,21369,5604
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looper,Mlxg,xiaohu,Wuxx,Mata,ZionSpartan,Xmithie,Huhi,Stixxay,Aphromoo,16039,16554,17091,20447,11513,15233,16259,16338,19666,11404,14650,16557,48896,32616,6178,17677,24526,24887,42554,9261
